id,name,rank,country 
6358,Crazy_Diamond,Candidate Master,
6359,L0TU3,Candidate Master,
6360,Eric_hooo,Master,
6361,Zory,Master,China
6362,PureVessel,Master,China
6363,CDXCDXCDX,Candidate Master,
6364,tls.6arenn,Candidate Master,Vietnam
6365,faustaadp,Master,Indonesia
6366,SARS-CoV-2,Expert,United States
6367,CrepeNutella,Expert,
6368,TomOwO,Candidate Master,Vietnam
6369,whczr,Candidate Master,China
6370,dhruvil_sutariya,Candidate Master,India
6371,XLor,Master,China
6372,kipa00,Candidate Master,
6373,Urph1njuice,Candidate Master,
6374,hanyuu,Candidate Master,Mexico
6375,forgiveself,Candidate Master,
6376,Kevin090228,Candidate Master,China
6377,dududumALT,Specialist,
6378,kp_rocks,Expert,
6379,m.hasan01,Candidate Master,Indonesia
6380,Itf0501,Expert,Taiwan
6381,MT_07,Expert,Russia
6382,Rewritetxdy,Master,
6383,Sneakoscope,Grandmaster,China
6384,gold1103,Candidate Master,China
6385,4d55s,Expert,
6386,nan0S,Candidate Master,Poland
6387,NextNameInPermutation,Candidate Master,
6388,QAQAQAQAQ,Expert,
6389,manu,Candidate Master,India
6390,stelaris,Expert,
6391,Learner,Candidate Master,
6392,hs484,Candidate Master,Japan
6393,jjang3,Candidate Master,South Korea
6394,ShanOvery,Expert,Japan
6395,tzc___wk,Expert,China
6396,kazuki08,Candidate Master,India
6397,_chandler_,Candidate Master,
6398,tzn826531725,Expert,
6399,Mohammad_Amin,Candidate Master,Iran
6400,veqcc,Candidate Master,Japan
6401,AleksBolosCat,Candidate Master,
6402,mihalykoandras,Expert,Hungary
6403,saro_ha_cker,Specialist,India
6404,Green55,Candidate Master,South Korea
6405,BilyHurington,Candidate Master,China
6406,Joo_,"Unrated,",
6407,Swadia,Candidate Master,
6408,architrungta120,Expert,
6409,jatin__barley,"Unrated,",
6410,FollowTheSigns,Expert,Iran
6411,Qwerty132,Candidate Master,Russia
6412,rzy_99,Candidate Master,China
6413,ticmis,Candidate Master,China
6414,NRCover,Candidate Master,China
6415,oridya_fan,Expert,
6416,mahesh3008,Expert,India
6417,rain_star,Expert,
6418,Grafiore,Expert,China
6419,wisteria0410ss,Candidate Master,Japan
6420,Lizzy-,Specialist,Ukraine
6421,913887524gsd,Candidate Master,China
6422,primaryStu,Candidate Master,
6423,ManstaCate,Expert,
6424,nvmdava,Grandmaster,Mongolia
6425,Hexan,Master,Russia
6426,skip2004,Grandmaster,China
6427,jzdhb,Expert,China
6428,hld67890,Grandmaster,
6429,Narset,Master,
6430,BlueDiamond,Master,Romania
6431,k5888200,Master,South Korea
6432,maxan,Candidate Master,Russia
6433,ZZTC2000731,Candidate Master,
6434,DSG213,Master,Poland
6435,chenyeyuan,Candidate Master,China
6436,islammohsen,Candidate Master,Egypt
6437,NOOB_LEARNING,Expert,
6438,VictorForbes,Candidate Master,Brazil
6439,BlockChanZJ,Expert,China
6440,Kirito,Candidate Master,China
6441,junseo,Candidate Master,South Korea
6442,mztkn,Candidate Master,
6443,SlavaSSU,Candidate Master,Russia
6444,OMG_wc,Master,China
6445,Mindstorm,Candidate Master,Poland
6446,davi_bart,Master,Italy
6447,F0_0H,Candidate Master,China
6448,knon0501,Master,South Korea
6449,ltst,Grandmaster,China
6450,ChitandaEru,Candidate Master,Japan
6451,Yaldabaoth,Candidate Master,
6452,Sait2000,Expert,
6453,Lucky_Glass,Candidate Master,China
6454,yiminjune,Candidate Master,
6455,qaweqa,Candidate Master,
6456,gyfor,Candidate Master,China
6457,sshwyR,Master,China
6458,justin04,Candidate Master,
6459,daifucong,Master,China
6460,fan_of_lxy,Candidate Master,Samoa
6461,AThousandMoon,Candidate Master,China
6462,dfcmd,International Master,China
6463,Light_White_Reality,Candidate Master,China
6464,Potassium_,Candidate Master,
6465,Plasmatic,Candidate Master,Canada
6466,lungualex00,Candidate Master,Romania
6467,puleya77,"Unrated,",
6468,kimTY,Expert,South Korea
6469,xiayuyang,Candidate Master,China
6470,Bragg_1,Expert,
6471,SeerZero,Expert,China
6472,tiger0817,Candidate Master,China
6473,Roal_L,Candidate Master,China
6474,Subway_hero,Candidate Master,China
6475,Froggygua,Master,China
6476,squaredog,Candidate Master,
6477,.Teemo.,Candidate Master,
6478,LighTcml,Expert,
6479,LanrTabe,Candidate Master,China
6480,damianhxy,Expert,Singapore
6481,beautiful_in_white,Candidate Master,
6482,I_love_HellHoleStudios,Pupil,
6483,zhan8811,Expert,China
6484,OsmanliTokadi,Candidate Master,Turkey
6485,infoshoc42,Candidate Master,Israel
6486,JoneySun,Candidate Master,China
6487,kohandy,Expert,South Korea
6488,dortmund,Candidate Master,China
6489,MackereI_Pike,Candidate Master,China
6490,ZhengW,Expert,
6491,bachok_potik,International Master,
6492,NoAnguish,Candidate Master,Russia
6493,Max.D.,Candidate Master,China
6494,cookies146,Candidate Master,
6495,dasdull,Candidate Master,Germany
6496,rain_w,Expert,
6497,zhylj,Candidate Master,China
6498,emanlaicepsa,Candidate Master,Taiwan
6499,pantw,Candidate Master,China
6500,ldmhoang,Candidate Master,Vietnam
6501,Daniel_yuan,Candidate Master,China
6502,Juney,Candidate Master,South Korea
6503,simpatine,Master,Italy
6504,infinite_iq,Candidate Master,Syria
6505,falOS,Expert,
6506,821196326,Candidate Master,
6507,KasugaAyumu,Candidate Master,Japan
6508,Shadow4207,Specialist,Vietnam
6509,heyuhhh,Candidate Master,
6510,Kotehok3,Master,Russia
6511,skylark,Expert,Russia
6512,zwj1,Candidate Master,China
6513,FastestFinger,Master,India
6514,nir123,Candidate Master,India
6515,carryup,Expert,China
6516,Lower_Rating,Expert,Antarctica
6517,codeict,Expert,India
6518,OIer_whx,Expert,
6519,DCXDCX,Grandmaster,
6520,molamola.,Legendary Grandmaster,South Korea
6521,wrinx,International Grandmaster,Ukraine
6522,Elegia,International Grandmaster,China
6523,znirzej,Grandmaster,
6524,UncleGrandpa,Candidate Master,
6525,KMAASZRAA,International Grandmaster,Iran
6526,reedef,Master,Argentina
6527,Leafy_,Master,Vietnam
6528,Wavyn,Master,
6529,BagishovMikail,Candidate Master,Russia
6530,Nicola95,Master,Russia
6531,_twilight,Grandmaster,
6532,JioFell,Master,Vietnam
6533,Dilute_,Master,
6534,MUP_MUP_MUP,Expert,Russia
6535,mathmastergu,Expert,
6536,dcinside,Expert,South Korea
6537,Harry_bh,Master,China
6538,xtqqwq,International Grandmaster,
6539,DeaphetS,Master,China
6540,Bur,Expert,
6541,Arraiter,"Unrated,",
6542,140870,Newbie,
6543,alyx,Expert,Peru
6544,iSooke,Master,China
6545,sunnuozhou,Candidate Master,
6546,Expectation,Grandmaster,Ukraine
6547,littlewowo,Candidate Master,
6548,dyxg,Master,
6549,xryjr233,Master,China
6550,FCDSAlexICPC,Candidate Master,Egypt
6551,khokho,Master,Georgia
6552,Xylofo,Master,Sweden
6553,Nannunniaq,Specialist,Greenland
6554,DarkoLoveRuby,Master,China
6555,Qingyu98821,Candidate Master,
6556,pierre5340,Specialist,
6557,Another_CraZYali,Expert,China
6558,thantrongtri3,Specialist,Vietnam
6559,Avtakhov,Specialist,Russia
6560,ayush19,Pupil,
6561,Not-Afraid,Specialist,
6562,xoxogg,Pupil,
6563,nEw_PineaPple,Specialist,India
6564,doublevgp,Pupil,China
6565,shroud16,Specialist,India
6566,hereWeGoAgain,Specialist,
6567,Harsh,Specialist,India
6568,abdalkader-s,Specialist,Syria
6569,shroudyism,Pupil,India
6570,Gabies,Specialist,Romania
6571,dream_is_real,Specialist,
6572,Raiden,Expert,Bangladesh
6573,oneplus54,Specialist,
6574,programbhavan,Specialist,India
6575,gunwookim,Candidate Master,South Korea
6576,xiaolou0218,Specialist,
6577,asd2001,Specialist,
6578,olaf_surgut,Candidate Master,Poland
6579,lindongli2004,Candidate Master,China
6580,Hibiki_72,Expert,
6581,unknown_h,Specialist,
6582,Pakhomovee,Master,Russia
6583,CoDeHuNtEr,Specialist,Bangladesh
6584,Area184,Specialist,
6585,pumpkin,Pupil,Russia
6586,Shou_ko,Specialist,
6587,KG_1910,Specialist,India
6588,Moody1602,Specialist,
6589,system_1,Newbie,China
6590,657728419,Specialist,
6591,MVP_Bxbl,Expert,
6592,madhur4127,Specialist,
6593,contest_fucker,Specialist,
6594,PAIN___,Specialist,India
6595,starboy_jb,Expert,India
6596,this_guy_fucks,Specialist,
6597,Spellstakin,Specialist,India
6598,jakab922,Specialist,
6599,no-0445,Specialist,
6600,LeVanThuc,Specialist,Vietnam
6601,parashnik,Specialist,Belarus
6602,akashad1998,Specialist,India
6603,albatross16,Specialist,
6604,tindarid,Specialist,Kazakhstan
6605,rohan03,Expert,India
6606,RedRanger,Expert,India
6607,Kart,Specialist,Syria
6608,bear_grills,Expert,India
6609,lnkandies,Specialist,
6610,code_of_war,Specialist,
6611,MerlynTheCoder,Specialist,Brazil
6612,fasterklash,Specialist,
6613,_dipu,Specialist,Bangladesh
6614,Trys_Like_Buffalo,Expert,Vietnam
6615,whqkrkt04,Specialist,South Korea
6616,kyaa,Specialist,Japan
6617,Yuqing_Xiong,Pupil,
6618,FelixDzerzhinsky,Specialist,Russia
6619,carlinhos,Specialist,Brazil
6620,Nucleist,Expert,Tunisia
6621,T-D-K,Specialist,Russia
6622,wow_Wonderful,Specialist,
6623,sxweetlollipop2912,Specialist,Vietnam
6624,lemonaaaaa,Specialist,China
6625,kissu_pari_na,Specialist,Bangladesh
6626,1coder,Candidate Master,India
6627,galaxy_warrior,Specialist,
6628,zh_zhumash,Expert,Kazakhstan
6629,Maks0bs,Specialist,Germany
6630,giangdao,Expert,Vietnam
6631,KANKAN,Specialist,South Korea
6632,I_love_Thuy_Linh,Specialist,Vietnam
6633,NewRules,Specialist,India
6634,skicean,Specialist,
6635,I_am_,Expert,
6636,myacdream,Specialist,
6637,xxxplaystation,Expert,Philippines
6638,mb1te,Specialist,Russia
6639,doraemon09,Specialist,India
6640,xza123,Specialist,China
6641,mihmih,Specialist,
6642,lucky004,Specialist,Russia
6643,snest21,Specialist,Peru
6644,dangminhhoangdz,Specialist,Vietnam
6645,Excogitatoris,Specialist,
6646,Lite_Clique,Expert,
6647,Emad_Tarek,Specialist,Egypt
6648,1351753894,Specialist,China
6649,mvavmvevt,Candidate Master,
6650,KiruxaLight,Specialist,Russia
6651,foreverjh,Specialist,China
6652,madeha99,Expert,Peru
6653,sajjad.h,Pupil,Bangladesh
6654,MCArth,Pupil,
6655,kazama460,Specialist,India
6656,NNewbie,Specialist,
6657,kolwot,Specialist,Belarus
6658,xenowitz,Pupil,
6659,_zay,Candidate Master,China
6660,BaluconisTima,Candidate Master,Belarus
6661,anony9906,Specialist,India
6662,aj54,Pupil,
6663,Ahmadsm2005,Expert,Egypt
6664,Conan73,Specialist,China
6665,rohan_vora,Specialist,India
6666,zrr12138,Specialist,
6667,blast,Specialist,Kazakhstan
6668,mudit,Specialist,India
6669,bitshar,Specialist,India
6670,masterthai001,Specialist,
6671,Qwerty1232,Specialist,Russia
6672,LUO__W,Pupil,
6673,Tree_Lab,Specialist,China
6674,rust,Specialist,Russia
6675,_humble_fool,Specialist,
6676,ahmedfouadold,Pupil,Egypt
6677,noribentooooooh,Specialist,Japan
6678,Mushfiq4513,Pupil,Bangladesh
6679,nipul1,Specialist,India
6680,xQQT,Specialist,
6681,y103kim,Specialist,
6682,Tsukishima,Specialist,Antarctica
6683,i_wanna_v,Specialist,China
6684,hamuhei4869,Specialist,
6685,SHIN_Hyun,Specialist,
6686,Commando_,Specialist,Egypt
6687,dinesh08011997,Specialist,
6688,Domeanor,Specialist,India
6689,nafis_shifat,Specialist,Bangladesh
6690,Kristopher,Specialist,Russia
6691,_one_noob,Specialist,Bangladesh
6692,Tiwarijee,Specialist,India
6693,penge,Specialist,
6694,rohamizadidoost,Expert,Iran
6695,sunnycarlos,Specialist,India
6696,Dageris,Specialist,Poland
6697,lallantop,Specialist,
6698,Love_Carered,Specialist,
6699,agctXY,Pupil,
6700,Ravenclaw_OIer,Specialist,China
6701,yagmur,Specialist,Egypt
6702,amityadav,Specialist,India
6703,akiradeveloper,Specialist,
6704,SPyofgame,Specialist,Vietnam
6705,meetpr8,Specialist,India
6706,Sagacity,Specialist,China
6707,jjl0626,Pupil,
6708,waginger_19,Specialist,India
6709,RaghavS,Specialist,India
6710,willzimdasmaratona,Specialist,Brazil
6711,Chabhi_Kahan_Hai,Specialist,India
6712,eThAnE,Specialist,India
6713,JustAndreyka,Specialist,Russia
6714,PETER666,Specialist,
6715,CWOI,"Unrated,",China
6716,hochesh,Master,Russia
6717,_Lucien,Candidate Master,
6718,Zetro,Expert,
6719,mohammedehab2002,International Master,Egypt
6720,Backseat-Stargazer,Expert,
6721,Xtale_cross,Master,
6722,laralalala,International Master,
6723,qx4ever,Expert,China
6724,Mohammad.Sadeghpour,Expert,Iran
6725,veigar,Candidate Master,
6726,ouqingliang,Expert,China
6727,Memory_of_winter,Candidate Master,China
6728,heathcliff1343,Expert,Vietnam
6729,imdone,Candidate Master,Russia
6730,palayutm,Grandmaster,Taiwan
6731,theBanzaiPredicament,Candidate Master,
6732,Explosion_Mage,Expert,
6733,Night,Candidate Master,China
6734,hibatibati,Candidate Master,Japan
6735,tzcWhoIsYcxsCleverestSon,Master,Antarctica
6736,YangHong,Candidate Master,Togo
6737,mengbier233,Candidate Master,
6738,Xuchenyang,Pupil,
6739,HeathcliffAC,Master,Mexico
6740,tahp,Expert,
6741,GAATTC,Candidate Master,
6742,5times187,Grandmaster,China
6743,okisa,"Unrated,",
6744,BEAR0131,Candidate Master,China
6745,SaInT7,Candidate Master,China
6746,2019ZHOU89,Candidate Master,China
6747,daowensun,Candidate Master,China
6748,limbo.null,Candidate Master,
6749,Feechka_,Candidate Master,Russia
6750,sorry_to_tourist,Candidate Master,
6751,stonemasons,Master,China
6752,Mikpol,Expert,Poland
6753,artiom.43,Candidate Master,
6754,Vax,Candidate Master,Poland
6755,Scorpioch,Expert,
6756,yyxzhj,Candidate Master,
6757,Ricky_pon,Candidate Master,Japan
6758,Kaosu,Expert,China
6759,BZZB,Specialist,Japan
6760,ek3ru8m4,Expert,Taiwan
6761,kvk1920,Candidate Master,
6762,dredwerkz,Candidate Master,
6763,fujian,Master,
6764,r_clover,Expert,
6765,forelax,Expert,Macedonia
6766,fatwizard2020,"Unrated,",
6767,duongkhai,Candidate Master,China
6768,s-moh-mah-mos,Pupil,Iran
6769,TPC_turtle,Expert,Vietnam
6770,Suika_predictor,Expert,
6771,white_horseman,Master,India
6772,KoalaMuch,Candidate Master,Thailand
6773,REFLAME_ASH,Expert,China
6774,apoorv024,Expert,India
6775,God_Ra,Expert,Bosnia and Herzegovina
6776,_xsl,"Unrated,",
6777,Long_voyage,Expert,
6778,DestinHistoire,Expert,
6779,Clovers,Candidate Master,China
6780,addadshashanammu,Expert,
6781,happygrass.wu,Expert,Singapore
6782,tianbu,Candidate Master,China
6783,mydiplomacy,Candidate Master,China
6784,bujunianyadexianhuo,Expert,
6785,GsjzTle,Candidate Master,China
6786,fextivity,Candidate Master,Vietnam
6787,dmkozyrev,Candidate Master,Russia
6788,AcF-_-FcA,Master,China
6789,linly8713,Expert,
6790,VengaX,Expert,Turkey
6791,Flash_Liu,Expert,China
6792,_karn,Expert,India
6793,cutmdo,Candidate Master,Japan
6794,yny_boomzero,Expert,China
6795,FuckKrydom,Expert,China
6796,songhaoran,Expert,
6797,LaurenMayberry,Expert,United Kingdom
6798,IvayloS,Candidate Master,Bulgaria
6799,psw,Expert,United Kingdom
6800,anagohirame,Master,Japan
6801,Logey,Candidate Master,China
6802,zundamochi_1117,Candidate Master,Japan
6803,VGZD,Candidate Master,Russia
6804,MinhNguye,Expert,Vietnam
6805,doublewang,Expert,Taiwan
6806,Nkl5RDZZZVq1N2F0,Expert,Taiwan
6807,Bliss_of_comprehension,Candidate Master,
6808,crashed,Candidate Master,China
6809,_Chelly,Candidate Master,China
6810,MrProgramist,Expert,Ukraine
6811,MiaoYao,Expert,China
6812,IAT14,Expert,China
6813,BigSheep0v0,Expert,
6814,fall.in.love,Specialist,
6815,Zytheria,"Unrated,",
6816,maruyama_aya,Expert,
6817,deafakioi,Expert,
6818,anylonger,Expert,China
6819,thuanqvbn03,Candidate Master,Vietnam
6820,dinesh_1997,Candidate Master,China
6821,wind_cross,Specialist,China
6822,SHoang,Expert,Vietnam
6823,Road_To_PurPle,Candidate Master,Vietnam
6824,Nandemonaiya,"Unrated,",
6825,Doncic,Expert,China
6826,DUTZeratul,Candidate Master,
6827,Hamzqq9,Candidate Master,Turkey
6828,YangDavid,Master,China
6829,please_delete_account,International Master,Moldova
6830,-mmd-,Candidate Master,
6831,xX_ucfNOTpt_Xx,Candidate Master,
6832,boleyn.su,Candidate Master,China
6833,Nero,Grandmaster,China
6834,ondrah,Master,Czechia
6835,TAMREF,Candidate Master,South Korea
6836,156250lcy,Candidate Master,China
6837,RiHL,Master,Czechia
6838,cy1999,Master,China
6839,L0oSeR,Expert,Bangladesh
6840,marcOS,Candidate Master,Cuba
6841,kun4ik,Expert,
6842,GrishaIvanenko,Candidate Master,Russia
6843,adamjamil,Candidate Master,United States
6844,PineMarten,Expert,Netherlands
6845,docriz,Expert,
6846,1e-1,Expert,
6847,30something,Expert,Belarus
6848,trungnv280201,Specialist,
6849,mex,Expert,
6850,coco18000,Candidate Master,Japan
6851,JWoong149,Expert,
6852,kleinercubs,Expert,
6853,puneetrai04,Expert,India
6854,ritachoudhary,Specialist,
6855,hyperion_1724,Master,India
6856,salihfc,Expert,Turkey
6857,Mighty_Titan,Expert,
6858,Best_Master_Yoda,Expert,Poland
6859,ADayOff,Expert,Vietnam
6860,antekb,Candidate Master,Poland
6861,DraqonLore,Expert,Vietnam
6862,Artoria_Pendragon_s,Expert,
6863,FeggieBoss,Expert,Russia
6864,Norrius,Expert,Russia
6865,YMYMY,Expert,China
6866,practiceboy,Expert,India
6867,1hoon,Expert,South Korea
6868,parsa333111,Master,
6869,ruben_bdes_de_lyra,Expert,
6870,1486867978,Expert,
6871,Ifugao,Expert,France
6872,jainadit67,Specialist,India
6873,muhammadhasan50,Expert,
6874,govind_lahoti,Expert,India
6875,ActorBlack,Master,China
6876,Mordab,Expert,
6877,Wrjlinkkkkkk,Expert,China
6878,eSeF_,Candidate Master,Japan
6879,abrunoaa,Expert,Brazil
6880,Code__Addict,Specialist,India
6881,shishin,Expert,Russia
6882,agural,Candidate Master,United States
6883,Honey_Badger,Candidate Master,Russia
6884,Theo_S,Expert,Germany
6885,Ahmad1,Specialist,Syria
6886,dariost,Expert,Italy
6887,Moon0603,Candidate Master,Japan
6888,Pi_Yuan_Yuan,Expert,
6889,vasu0403,Expert,India
6890,soshun,Expert,
6891,pseudocoder10,Candidate Master,India
6892,kresna,Expert,Indonesia
6893,AvinashKartik,Candidate Master,India
6894,carcar,Expert,China
6895,marksman_,Expert,India
6896,Nietzsche233,Expert,China
6897,i_love_tzuyu_chou,Expert,Taiwan
6898,xss,Expert,India
6899,AmanGupta_,Expert,India
6900,jenish9599,Expert,India
6901,wewark,Expert,Egypt
6902,nidanshu,Candidate Master,India
6903,quake0,Expert,United States
6904,davitxantadze,Specialist,
6905,viniciustht,Expert,Brazil
6906,neo11235,Expert,Bangladesh
6907,Durendal,Expert,Russia
6908,Basharo,Expert,Syria
6909,tinumu,Expert,Japan
6910,freecs,Expert,
6911,ReachPeach,Specialist,
6912,nikit523,Expert,Russia
6913,caesar1108,"Unrated,",
6914,Jeleyka,Expert,Russia
6915,Long-shot,Expert,Russia
6916,TeaTime,Candidate Master,Russia
6917,Zripzri,Expert,Germany
6918,UnknownOne,Expert,United States
6919,GKT1,Candidate Master,Vietnam
6920,FEDIKUS,Expert,Serbia
6921,Thallium_is_Vegetable,Expert,China
6922,haimin,Expert,
6923,matfu,Expert,Russia
6924,DanielDumile,Specialist,
6925,tiojuan,Expert,Mexico
6926,jaketyler,Candidate Master,India
6927,pspencil,Expert,
